name,gender,known_for_department,original_name,popularity
Lee You-Mi,0.3333333333333333,Acting,이유미,0.5601236271682272
Sarah Paulson,0.3333333333333333,Acting,Sarah Paulson,0.5632638894627673
Tatsuya Fujiwara,0.6666666666666666,Acting,藤原竜也,0.6346965928154105
Filippo Bisciglia,0.6666666666666666,Acting,Filippo Bisciglia,0.634564371245114
Wil Aime,0.0,Writing,Wil Aime,0.6344982604599658
Nick Kroll,0.6666666666666666,Acting,Nick Kroll,0.6342007619267989
Rosamund Kwan Chi-Lam,0.3333333333333333,Acting,關之琳,0.6336718756456132
David Donham,0.0,Acting,David Donham,0.633638820253039
Shawn Levy,0.6666666666666666,Directing,Shawn Levy,0.6335396540753168
Jeri Ryan,0.3333333333333333,Acting,Jeri Ryan,0.6334404878975944
Alexander Dreymon,0.6666666666666666,Acting,Alexander Dreymon,0.6333743771124462
Wataru Takagi,0.6666666666666666,Acting,高木渉,0.6332091001495758
Ha Jung-Woo,0.6666666666666666,Acting,하정우,0.6332091001495758
Freya Allan,0.3333333333333333,Acting,Freya Allan,0.6328785462238345
Rachael Leigh Cook,0.3333333333333333,Acting,Rachael Leigh Cook,0.6328454908312605
Logan Lerman,0.6666666666666666,Acting,Logan Lerman,0.6327793800461123
Nancy Carroll,0.3333333333333333,Acting,Nancy Carroll,0.6327132692609642
Jackie Earle Haley,0.6666666666666666,Acting,Jackie Earle Haley,0.6325479922980936
Gong Seung-Yeon,0.3333333333333333,Acting,공승연,0.6324818815129454
Tom Kenny,0.6666666666666666,Acting,Tom Kenny,0.6321843829797783
Konomi Kohara,0.3333333333333333,Acting,小原好美,0.6197555553719145
Nimrat Kaur,0.3333333333333333,Acting,Nimrat Kaur,0.5517606128469783
Eugenio Derbez,0.6666666666666666,Acting,Eugenio Derbez,0.6946921303374131
Satsuki Yukino,0.3333333333333333,Acting,ゆきのさつき,0.6395887909163782
Terry Crews,0.6666666666666666,Acting,Terry Crews,0.6433571056698263
Kang Mi-Na,0.3333333333333333,Acting,강미나,0.7244419836541085
Ryan Hurst,0.6666666666666666,Acting,Ryan Hurst,0.598401771769042
Jake Weber,0.6666666666666666,Acting,Jake Weber,0.684411903246866
Peter Sarsgaard,0.6666666666666666,Acting,Peter Sarsgaard,0.530770438562421
Fumihiko Tachiki,0.6666666666666666,Acting,立木文彦,0.6285152344040527
Kelly Brook,0.3333333333333333,Acting,Kelly Brook,0.6443487674470494
John Schneider,0.6666666666666666,Acting,John Schneider,0.5004916989645398
Rob Reiner,0.6666666666666666,Directing,Rob Reiner,0.6238213686585294
An-Ni,0.0,Acting,An-Ni,0.11704914510490955
Lucas Mongenie,0.6666666666666666,Acting,Lucas Mongenie,0.13681626986422496
Shabana Azmi,0.3333333333333333,Acting,शबाना आज़मी,0.6436546042029931
Wang Anyu,0.6666666666666666,Acting,王安宇,0.860497979489129
Daniel Kaluuya,0.6666666666666666,Acting,Daniel Kaluuya,0.703451809369551
Li Peien,0.6666666666666666,Acting,李沛恩,0.581246023023081
Michelle Randolph,0.3333333333333333,Acting,Michelle Randolph,0.4773529241626656
Daiki Yamashita,0.6666666666666666,Acting,山下大輝,0.5096480427075673
Abigail Tucker,0.0,Production,Abigail Tucker,0.5914270839359056
Iazua Larios,0.3333333333333333,Acting,Iazua Larios,0.5372492955069458
M. Night Shyamalan,0.6666666666666666,Directing,M. Night Shyamalan,0.5612144551231726
Rie Tanaka,0.3333333333333333,Acting,田中理恵,0.6596203588162864
Rina Sato,0.3333333333333333,Acting,佐藤利奈,0.5341090332124057
Liu Tao,0.3333333333333333,Acting,刘涛,0.5148377393417018
Omar Epps,0.6666666666666666,Acting,Omar Epps,0.5522233883430159
Noel Fisher,0.6666666666666666,Acting,Noel Fisher,0.7024601475923278
Yu Chengen,0.6666666666666666,Acting,余承恩,0.5838573990364353
Yumika Hayashi,0.3333333333333333,Acting,林由美香,0.4894181424522144
Jyothika,0.3333333333333333,Acting,Jyothika,0.6824616350849936
Aya Yonekura,0.3333333333333333,Acting,米倉あや,0.638597129139155
Ah Reum,0.3333333333333333,Acting,Ah Reum,0.8722987546380847
Yuliya Dzhulai,0.3333333333333333,Acting,Юлия Джулай,0.3775586939814394
Kyra Sedgwick,0.3333333333333333,Acting,Kyra Sedgwick,0.5170855060367411
Miguel Mihura,0.6666666666666666,Writing,Miguel Mihura,0.141510135609748
Nastassja Kinski,0.3333333333333333,Acting,Nastassja Kinski,0.6302010594253321
Diane Keaton,0.3333333333333333,Acting,Diane Keaton,0.5618755629746548
Chuck Norris,0.6666666666666666,Acting,Chuck Norris,0.584981282383955
Christian Convery,0.6666666666666666,Acting,Christian Convery,0.4619491112231322
Eric Aronson,0.6666666666666666,Writing,Eric Aronson,0.11817302845242914
Sílvia Munt,0.3333333333333333,Acting,Sílvia Munt,0.13678321447165087
Ray Lui,0.6666666666666666,Acting,呂良偉,0.5377120710029832
Koki Uchiyama,0.6666666666666666,Acting,内山昂輝,0.6509267905692966
Miwako Kakei,0.3333333333333333,Acting,筧美和子,0.6280524589080152
Takeo Otsuka,0.6666666666666666,Acting,大塚剛央,0.6619011809038997
Inori Minase,0.3333333333333333,Acting,水瀬いのり,0.61086365476948
Alice Braga,0.3333333333333333,Acting,Alice Braga,0.6490426331925725
Gregory Smith,0.6666666666666666,Acting,Gregory Smith,0.6489104116222761
Tim Allen,0.6666666666666666,Acting,Tim Allen,0.6486129130891091
Martin Sheen,0.6666666666666666,Acting,Martin Sheen,0.6486129130891091
Erina Miyai,0.3333333333333333,Acting,宮井えりな,0.5705360758290705
Tyler Scherer,0.6666666666666666,Acting,Tyler Scherer,0.5548347643563701
Grace Van Patten,0.3333333333333333,Acting,Grace Van Patten,0.6483154145559421
Ryota Suzuki,0.6666666666666666,Acting,鈴木崚汰,0.5296134998223273
Vasily Stepanov,0.6666666666666666,Acting,Василий Степанов,0.5636605541736565
Djimon Hounsou,0.6666666666666666,Acting,Djimon Hounsou,0.6479187498450528
Ariana Greenblatt,0.3333333333333333,Acting,Ariana Greenblatt,0.6038889669363436
Yoon Sul-Hee,0.3333333333333333,Acting,윤설희,0.5904023667661084
Gladys Unger,0.3333333333333333,Writing,Gladys Unger,0.149906205323571
Ti Lung,0.6666666666666666,Acting,狄龍,0.6816352502706411
Catherine Bell,0.3333333333333333,Acting,Catherine Bell,0.6654711633019033
Jeff Bennett,0.6666666666666666,Acting,Jeff Bennett,0.7122114884016892
Sutton Foster,0.3333333333333333,Acting,Sutton Foster,0.6412085051525094
Selahattin Paşalı,0.6666666666666666,Acting,Selahattin Paşalı,0.5261426836020462
James Woods,0.6666666666666666,Acting,James Woods,0.6178713979951904
Koji Yakusho,0.6666666666666666,Acting,役所広司,0.6280524589080152
Hannah Anaya,0.3333333333333333,Editing,Hannah Anaya,0.10987612491632855
Suzanne Mccormack,0.3333333333333333,Production,Suzanne McCormack,0.1292465849647547
David Schwimmer,0.6666666666666666,Acting,David Schwimmer,0.5380426249287243
Charlie Sheen,0.6666666666666666,Acting,Charlie Sheen,0.5745027229379632
Kim Dickens,0.3333333333333333,Acting,Kim Dickens,0.6278871819451446
Tom Rhys Harries,0.6666666666666666,Acting,Tom Rhys Harries,0.6074589493343471
Francesca Dellera,0.3333333333333333,Acting,Francesca Dellera,0.3257278384252411
Donald Sutherland,0.6666666666666666,Acting,Donald Sutherland,0.5774446528770587
Jane Fonda,0.3333333333333333,Acting,Jane Fonda,0.640183787982712
Navid Negahban,0.6666666666666666,Acting,Navid Negahban,0.5392656744539662
Pablo Schreiber,0.6666666666666666,Acting,Pablo Schreiber,0.7175664619986943
Zhang Jingyi,0.3333333333333333,Acting,張婧儀,0.6567775950549134
Carmen Electra,0.3333333333333333,Acting,Carmen Electra,0.5044583460734325
Maude Apatow,0.3333333333333333,Acting,Maude Apatow,0.6539678866861143
Harry Shum Jr.,0.6666666666666666,Acting,Harry Shum Jr.,0.6600170235271757
Maddie Phillips,0.3333333333333333,Acting,Maddie Phillips,0.7764711715657514
Rinko Kikuchi,0.3333333333333333,Acting,菊地凛子,0.5120941417580511
Son Suk-Ku,0.6666666666666666,Acting,손석구,0.6699997520845559
Tyler Collins,0.3333333333333333,Acting,Tyler Collins,0.11777636374153988
Alaa Morsy,0.6666666666666666,Acting,Alaa Morsy,0.5384062342470395
Hafsanur Sancaktutan,0.3333333333333333,Acting,Hafsanur Sancaktutan,0.5392326190613922
So Ra,0.3333333333333333,Acting,So Ra,0.6555214901370973
Emma Mackey,0.3333333333333333,Acting,Emma Mackey,0.6279532927302928
Lee Jung-Eun,0.3333333333333333,Acting,이정은,0.5122263633283476
Felicia Sağnak,0.3333333333333333,Acting,Felicia Sağnak,0.5484881289821418
Ayame Misaki,0.3333333333333333,Acting,水崎綾女,0.5512317265657927
Michael Beach,0.6666666666666666,Acting,Michael Beach,0.457222190085035
Jacob Tremblay,0.6666666666666666,Acting,Jacob Tremblay,0.5521242221652934
Vince Vaughn,0.6666666666666666,Acting,Vince Vaughn,0.5520911667727194
Mason Thames,0.6666666666666666,Acting,Mason Thames,0.5967490021403368
Elizabeth Debicki,0.3333333333333333,Acting,Elizabeth Debicki,0.5139782991347752
Tae Won-Seok,0.6666666666666666,Acting,태원석,0.6882132733928881
Simon Helberg,0.6666666666666666,Acting,Simon Helberg,0.5770810435587436
Domhnall Gleeson,0.6666666666666666,Acting,Domhnall Gleeson,0.5177135584956492
Takayuki Yamada,0.6666666666666666,Acting,山田孝之,0.5040286259699692
Marta Bianchi,0.3333333333333333,Acting,Marta Bianchi,0.30824153575353896
Angelababy,0.3333333333333333,Acting,杨颖,0.5158294011189251
Song Joong-Ki,0.6666666666666666,Acting,송중기,0.5489178490856051
Li Qing,0.6666666666666666,Acting,李卿,0.5780396499433927
Masaki Suda,0.6666666666666666,Acting,菅田将暉,0.5234982521961177
Greg Berg,0.6666666666666666,Acting,Greg Berg,0.12709798444743778
Yuya Takahashi,0.6666666666666666,Writing,高橋悠也,0.525779074283731
Choi Woo-Shik,0.6666666666666666,Acting,최우식,0.5412159426158385
Malcolm Mcdowell,0.6666666666666666,Acting,Malcolm McDowell,0.6123180920427407
Yoon Da-Hyeon,0.3333333333333333,Acting,윤다현,0.5680238659934386
Deng Lun,0.6666666666666666,Acting,邓伦,0.5473311902420481
Jessica Henwick,0.3333333333333333,Acting,Jessica Henwick,0.6368451933327273
Kazuyuki Okitsu,0.6666666666666666,Acting,興津和幸,0.4962275533224802
Laurie Magers,0.0,Acting,Laurie Magers,0.12174301085043261
Nandamuri Balakrishna,0.6666666666666666,Acting,Nandamuri Balakrishna,0.5707344081845153
Jessica Harmon,0.3333333333333333,Acting,Jessica Harmon,0.3878058656794123
Christina Applegate,0.3333333333333333,Acting,Christina Applegate,0.5819401862671373
John C. Mcginley,0.6666666666666666,Acting,John C. McGinley,0.5756927170706311
Kim Da-Mi,0.3333333333333333,Acting,김다미,0.5921212471799618
Wannakorn Reungrat,0.6666666666666666,Acting,วรรณกร เรืองรัตน์,0.6252758059317903
Aytaç Şaşmaz,0.6666666666666666,Acting,Aytaç Şaşmaz,0.5936417952383707
Necar Zadegan,0.3333333333333333,Acting,Necar Zadegan,0.5511325603880702
Taylor Lautner,0.6666666666666666,Acting,Taylor Lautner,0.6136733631382789
Ahmad Bedir,0.6666666666666666,Acting,أحمد بدير,0.47860902908048164
Aiko Garcia,0.3333333333333333,Acting,Aiko Garcia,0.6269616309530696
Edoardo Leo,0.6666666666666666,Acting,Edoardo Leo,0.4321992579064367
Rob Paglia,0.6666666666666666,Editing,Rob Paglia,0.11926385640737466
Tan Jianci,0.6666666666666666,Acting,檀健次,0.5874604368270129
Jung Yu-Mi,0.3333333333333333,Acting,정유미,0.49553339007842395
Shin Sae-Kyeong,0.3333333333333333,Acting,신세경,0.7479443677742977
Yang Chaoyue,0.3333333333333333,Acting,杨超越,0.6471915312084227
Sarah Peters,0.3333333333333333,Writing,Sarah Peters,0.6471584758158484
Yeon Hee,0.3333333333333333,Acting,연희,0.6471584758158484
Patrick Dempsey,0.6666666666666666,Acting,Patrick Dempsey,0.647026254245552
John Hanson,0.6666666666666666,Directing,John Hanson,0.646431257179218
Patrick Warburton,0.6666666666666666,Acting,Patrick Warburton,0.646398201786644
Mae Whitman,0.3333333333333333,Acting,Mae Whitman,0.6462990356089217
Yvonne Bryceland,0.0,Acting,Yvonne Bryceland,0.6462990356089217
Ui Mihara,0.3333333333333333,Acting,三原羽衣,0.646067647860903
Kathleen Robertson,0.3333333333333333,Acting,Kathleen Robertson,0.6460015370757548
Carolin Kebekus,0.3333333333333333,Acting,Carolin Kebekus,0.6453404292242726
Yuka Itaya,0.3333333333333333,Acting,板谷由夏,0.6453073738316986
Steve Sanghyun Noh,0.6666666666666666,Acting,노상현,0.6452743184391244
Tia Carrere,0.3333333333333333,Acting,Tia Carrere,0.6452743184391244
Lin Chi-Ling,0.3333333333333333,Acting,林志玲,0.6452082076539761
Tori Matsuzaka,0.6666666666666666,Acting,松坂桃李,0.645175152261402
Kerry Condon,0.3333333333333333,Acting,Kerry Condon,0.6449107091208092
Park Joo-Bin,0.3333333333333333,Acting,Park Joo-bin,0.6447454321579388
Vivica A. Fox,0.3333333333333333,Acting,Vivica A. Fox,0.6446793213727905
Cheryl Hines,0.3333333333333333,Acting,Cheryl Hines,0.6275235726268295
Teryl Rothery,0.3333333333333333,Acting,Teryl Rothery,0.48690593261658227
Alex Kameniczky,0.0,Art,Alex Kameniczky,0.6274574618416812
Debi Mazar,0.3333333333333333,Acting,Debi Mazar,0.6274574618416812
Anna Book,0.3333333333333333,Acting,Anna Book,0.12428827607863879
Til Schweiger,0.6666666666666666,Acting,Til Schweiger,0.6272591294862366
Josh Hartnett,0.6666666666666666,Acting,Josh Hartnett,0.6267632985976249
Giorgia Whigham,0.3333333333333333,Acting,Giorgia Whigham,0.5719244023171831
Gulnezer Bextiyar,0.3333333333333333,Acting,古力娜扎,0.6476212513118859
Takashi Ohara,0.6666666666666666,Acting,大原崇,0.896660578965201
Molly C. Quinn,0.3333333333333333,Acting,Molly C. Quinn,0.7143600889190062
Pierre Franckh,0.6666666666666666,Acting,Pierre Franckh,0.6254080275020867
Shigeru Chiba,0.6666666666666666,Acting,千葉繁,0.5496450677222355
Kaya Kiyohara,0.3333333333333333,Acting,清原果耶,0.5866340520126603
Billy Magnussen,0.6666666666666666,Acting,Billy Magnussen,0.5222421472783016
Mara Venier,0.3333333333333333,Acting,Mara Venier,0.43355452900197505
Drew Starkey,0.6666666666666666,Acting,Drew Starkey,0.5285557272599559
Irrfan Khan,0.6666666666666666,Acting,Irrfan Khan,0.678528043368675
Brandon Jay Mclaren,0.6666666666666666,Acting,Brandon Jay McLaren,0.6022361973076383
Wu Ma,0.6666666666666666,Acting,午馬,0.6247469196506045
Lin Muran,0.6666666666666666,Acting,林沐然,0.6281185696931634
Jemaine Clement,0.6666666666666666,Acting,Jemaine Clement,0.6391921262054889
Thomas Jane,0.6666666666666666,Acting,Thomas Jane,0.6245155319025857
"Meghan, Duchess Of Sussex",0.3333333333333333,Acting,"Meghan, Duchess of Sussex",0.5399598376980225
Catherine Deville,0.3333333333333333,Acting,Catherine Deville,0.13493211248750095
Paulo Avelino,0.6666666666666666,Acting,Paulo Avelino,0.6581659215430258
Daisuke Hirakawa,0.6666666666666666,Acting,平川大輔,0.5162921766149625
Frans Bauer,0.6666666666666666,Acting,Frans Bauer,0.11225611318166419
Xie Na,0.3333333333333333,Acting,谢娜,0.5208868761827633
Makoto Furukawa,0.6666666666666666,Acting,古川慎,0.4904098042294374
Ann Dowd,0.3333333333333333,Acting,Ann Dowd,0.495863944004165
Şükrü Özyıldız,0.6666666666666666,Acting,Şükrü Özyıldız,0.5568841986959648
Kento Yamazaki,0.6666666666666666,Acting,山﨑賢人,0.5910965300101646
Callina Liang,0.3333333333333333,Acting,Callina Liang,0.479038749183945
Marie Gomez,0.3333333333333333,Acting,Marie Gomez,0.5962201158591509
Scott Roberts,0.0,Art,Scott Roberts,0.5956251187928171
Jeremy Irons,0.6666666666666666,Acting,Jeremy Irons,0.5954928972225207
Nicole Santamaría,0.3333333333333333,Acting,Nicole Santamaría,0.5954598418299465
Kevin Smith,0.6666666666666666,Directing,Kevin Smith,0.5952284540819279
Kim So-Hyun,0.3333333333333333,Acting,김소현,0.5950301217264832
Piper Rubio,0.3333333333333333,Acting,Piper Rubio,0.5947987339784645
Yim Si-Wan,0.6666666666666666,Acting,임시완,0.5945342908378716
Katie Colwell,0.0,Lighting,Katie Colwell,0.5944681800527233
Gizem Sevim,0.3333333333333333,Acting,Gizem Sevim,0.5942698476972786
Lam Ching-Ying,0.6666666666666666,Acting,林正英,0.5942037369121305
Eason Hung Chun-Ga,0.6666666666666666,Acting,洪浚嘉,0.5938731829863895
Julianna Margulies,0.3333333333333333,Acting,Julianna Margulies,0.5938401275938153
Michael Sheen,0.6666666666666666,Acting,Michael Sheen,0.5938401275938153
Frank Grillo,0.6666666666666666,Acting,Frank Grillo,0.5938070722012413
Koyuki,0.3333333333333333,Acting,小雪,0.593774016808667
Matthias Schweighöfer,0.6666666666666666,Acting,Matthias Schweighöfer,0.6019717541670455
Wes Anderson,0.6666666666666666,Directing,Wes Anderson,0.6018395325967489
Sairi Ito,0.3333333333333333,Acting,伊藤沙莉,0.6016412002413043
Sara Norte,0.3333333333333333,Acting,Sara Norte,0.3556429687048071
Hélène Hendriks,0.3333333333333333,Acting,Hélène Hendriks,0.6010462031749705
Brendan Fletcher,0.6666666666666666,Acting,Brendan Fletcher,0.6010462031749705
Molly Parker,0.3333333333333333,Acting,Molly Parker,0.6010462031749705
Sam Raimi,0.6666666666666666,Directing,Sam Raimi,0.6003850953234883
Helen Hunt,0.3333333333333333,Acting,Helen Hunt,0.6002859291457661
Gong Xuehua,0.3333333333333333,Acting,宫雪花,0.5998231536497285
Tori Matsuzaka,0.6666666666666666,Acting,松坂桃李,0.5995587105091357
Michael Cera,0.6666666666666666,Acting,Michael Cera,0.5995587105091357
David Hasselhoff,0.6666666666666666,Acting,David Hasselhoff,0.599327322761117
Charlotte Rampling,0.3333333333333333,Acting,Charlotte Rampling,0.5992942673685429
Missi Pyle,0.3333333333333333,Acting,Missi Pyle,0.5991620457982464
Mone Kamishiraishi,0.3333333333333333,Acting,上白石萌音,0.483402061003727
Danish Taimoor,0.6666666666666666,Acting,دانش تیمور,0.6059714566685123
Keiji Fujiwara,0.6666666666666666,Acting,藤原啓治,0.5989306580502276
Junichi Suwabe,0.6666666666666666,Acting,諏訪部順一,0.5218785379599865
Bruce Dern,0.6666666666666666,Acting,Bruce Dern,0.5877909907527539
Robert Proulx,0.6666666666666666,Acting,Robert Proulx,0.6312588319877035
Alicia Witt,0.3333333333333333,Acting,Alicia Witt,0.6650414431984397
Jack Leather,0.0,Art,Jack Leather,0.10614086555545454
Mai Nakahara,0.3333333333333333,Acting,中原麻衣,0.6520506739168161
Alexa Davalos,0.3333333333333333,Acting,Alexa Davalos,0.5370840185440752
Francesca Del Fa,0.3333333333333333,Acting,Francesca Del Fa,0.47503904668247815
Greta Scacchi,0.3333333333333333,Acting,Greta Scacchi,0.6515878984207786
Kaelen Ohm,0.3333333333333333,Acting,Kaelen Ohm,0.6656364402647738
Saori Onishi,0.3333333333333333,Acting,大西沙織,0.5341420886049799
John Waters,0.6666666666666666,Directing,John Waters,0.5518928344172749
Juana Viale,0.3333333333333333,Acting,Juana Viale,1.0
Délfor,0.0,Acting,Délfor,0.18471353370410465
George Lucas,0.6666666666666666,Directing,George Lucas,0.6138386401011495
Chen Xingxu,0.6666666666666666,Acting,陈星旭,0.5656438777281029
Hideyoshi Kan,0.6666666666666666,Acting,Hideyoshi Kan,0.627986348122867
Mike Barr,0.6666666666666666,Acting,Mike Barr,0.5887165417448289
Alfonso Cuarón,0.6666666666666666,Directing,Alfonso Cuarón,0.5154988471931841
Alperen Duymaz,0.6666666666666666,Acting,Alperen Duymaz,0.7075837334413143
Satoshi Kon,0.6666666666666666,Writing,今敏,0.4314389838772323
Carrie-Anne Moss,0.3333333333333333,Acting,Carrie-Anne Moss,0.5187052202728724
Isabelle Adjani,0.3333333333333333,Acting,Isabelle Adjani,0.48198067912304055
Matthew Rhys,0.6666666666666666,Acting,Matthew Rhys,0.5929806873868886
Michael Rodriguez,0.6666666666666666,Writing,Michael Rodriguez,0.5929476319943144
Jillian Ward,0.3333333333333333,Acting,Jillian Ward,0.5923856903205547
Chung Su-Bin,0.3333333333333333,Acting,정수빈,0.5923195795354065
Ashton Chen,0.6666666666666666,Acting,释小龙,0.5922204133576842
Patrick Stewart,0.6666666666666666,Acting,Patrick Stewart,0.591856804039369
Kim Mi-Kyeong,0.3333333333333333,Acting,김미경,0.5913609731507574
James Norton,0.6666666666666666,Acting,James Norton,1.0
Benedict Wong,0.6666666666666666,Acting,Benedict Wong,0.5910965300101646
Matthew Goode,0.6666666666666666,Acting,Matthew Goode,0.5910965300101646
David Chiang Da-Wei,0.6666666666666666,Acting,姜大衞,0.5910634746175903
Deray Davis,0.6666666666666666,Acting,DeRay Davis,0.5907659760844235
Kentaro Ito,0.6666666666666666,Acting,伊藤健太郎,0.5904684775512565
Phutanate Hongmanop,0.6666666666666666,Acting,ภูธเนศ หงษ์มานพ,0.4748076589344595
Hikari Mitsushima,0.3333333333333333,Acting,満島ひかり,0.5903032005883859
Robin Wright,0.3333333333333333,Acting,Robin Wright,0.535761802841111
Julie Walters,0.3333333333333333,Acting,Julie Walters,0.5158294011189251
Aaron Kwok,0.6666666666666666,Acting,郭富城,0.7418291201480882
Ratchata Pichetshote,0.6666666666666666,Acting,รชต พิเชฐโชติ,0.5478931319158079
Chris Rock,0.6666666666666666,Acting,Chris Rock,0.5816096323413961
Dan Stevens,0.6666666666666666,Acting,Dan Stevens,0.5431331553851366
Tyler Hynes,0.6666666666666666,Acting,Tyler Hynes,0.4845920551363948
Neil Patrick Harris,0.6666666666666666,Acting,Neil Patrick Harris,0.5365881876554638
Aieisha Li,0.3333333333333333,Costume & Make-Up,Aieisha Li,0.10392615425298946
Bowie Lam Bo-Yee,0.6666666666666666,Acting,林保怡,0.555363650637556
Grace Edwards,0.3333333333333333,Writing,Grace Edwards,0.12613937806278872
Sunny Sandler,0.3333333333333333,Acting,Sunny Sandler,0.5797585303572462
Jang Hyuk,0.6666666666666666,Acting,장혁,0.578766868580023
Rachel Bilson,0.3333333333333333,Acting,Rachel Bilson,0.5874273814344388
Song Jia,0.3333333333333333,Acting,宋佳,0.64266294242577
Koichi Yamadera,0.6666666666666666,Acting,山寺宏一,0.5377451263955574
Sam Heughan,0.6666666666666666,Acting,Sam Heughan,0.5388028989579288
Dolly Madsen,0.0,Acting,Dolly Madsen,0.5621730615078218
Richard Thomas,0.6666666666666666,Acting,Richard Thomas,0.5571486418365577
Kayla Wallace,0.3333333333333333,Acting,Kayla Wallace,0.4852201075953029
Teri Hatcher,0.3333333333333333,Acting,Teri Hatcher,0.5766513234552803
Jonathan Sagall,0.6666666666666666,Acting,יהונתן סגל,0.49503755918981235
Yang Bingzhuo,0.6666666666666666,Acting,阳兵卓,0.4303481559222868
Mio Kudo,0.3333333333333333,Acting,工藤美桜,0.49999586807592833
Yuki Uchida,0.3333333333333333,Acting,内田有紀,0.494607839086349
Miray Daner,0.3333333333333333,Acting,Miray Daner,0.549182292226198
Tom Pelphrey,0.6666666666666666,Acting,Tom Pelphrey,0.45474303564197704
Roman Polanski,0.6666666666666666,Directing,Roman Polanski,0.5222752026708757
Angela Halili,0.3333333333333333,Acting,Angela Halili,0.16041782016213674
Tamar Ouziel,0.0,Costume & Make-Up,Tamar Ouziel,0.10167838755795024
Anna Chipovskaya,0.3333333333333333,Acting,Анна Чиповская,0.4410250477237231
Dai Gaozheng,0.6666666666666666,Acting,代高政,0.606202844416531
Danielle Aranda,0.3333333333333333,Crew,Danielle Aranda,0.5546694873934997
Park So-Dam,0.3333333333333333,Acting,박소담,0.5227379781669133
Jiang Zhinan,0.3333333333333333,Acting,姜之南,0.6078225586526621
Chris Columbus,0.6666666666666666,Directing,Chris Columbus,0.37365815765769494
Mami Koyama,0.3333333333333333,Acting,小山茉美,0.4872034311497491
Lukas Gage,0.6666666666666666,Acting,Lukas Gage,0.38142617491260983
Thanakorn Kuljarassombat,0.6666666666666666,Acting,บิ๊ก ธนกร กุลจรัสสมบัติ,0.9081969109735639
Peter Serafinowicz,0.6666666666666666,Acting,Peter Serafinowicz,0.5008883636754291
Roddy Mcdowall,0.6666666666666666,Acting,Roddy McDowall,0.5287210042228265
Rose Mcgowan,0.3333333333333333,Acting,Rose McGowan,0.5307043277772727
Dua Lipa,0.3333333333333333,Acting,Dua Lipa,0.7008073779636226
Jamie Chung,0.3333333333333333,Acting,Jamie Chung,0.63767157814708
Catherine Stroud,0.3333333333333333,Production,Catherine Stroud,0.5750316092191491
Nutthacha Padovan,0.3333333333333333,Acting,ณัฐชา พาโดวัน,0.6731400143790957
Nikola Pešková,0.3333333333333333,Acting,Nikola Pešková,0.3761042567081787
Alexis Bledel,0.3333333333333333,Acting,Alexis Bledel,0.496491996463073
Brandon Larracuente,0.6666666666666666,Acting,Brandon Larracuente,0.49678949499624003
Ryoma Takeuchi,0.6666666666666666,Acting,竹内涼真,0.6626283995405301
Evan Rachel Wood,0.3333333333333333,Acting,Evan Rachel Wood,0.6769744399176921
Lori Stewart,0.3333333333333333,Crew,Lori Stewart,0.12134634613954334
Claudia Jessie,0.3333333333333333,Acting,Claudia Jessie,0.5316298787693478
Kim Soo-Hyun,0.6666666666666666,Acting,김수현,0.5647513821286021
Brittany Murphy,0.3333333333333333,Acting,Brittany Murphy,0.7981224537017909
Cheng Yi,0.6666666666666666,Acting,成毅,0.5368526307960566
Charlie Cox,0.6666666666666666,Acting,Charlie Cox,0.5559586477038898
Vaibhavi Tandle,0.3333333333333333,Acting,Vaibhavi Tandle,0.6868580022973497
Kent Cheng Jak-Si,0.6666666666666666,Acting,鄭則仕,0.4753034898230711
Ryo Horikawa,0.6666666666666666,Acting,堀川りょう,0.49963225875761313
Natsumi Takamori,0.3333333333333333,Acting,高森奈津美,0.4324306456544555
Cui Yuxin,0.6666666666666666,Acting,崔雨鑫,0.6441173796990307
Taku Yashiro,0.6666666666666666,Acting,八代拓,0.5570825310514095
Bruce Mcgill,0.6666666666666666,Acting,Bruce McGill,0.46254410828946607
Richard Schiff,0.6666666666666666,Acting,Richard Schiff,0.4758323761042567
Virginia Madsen,0.3333333333333333,Acting,Virginia Madsen,0.5637927757439529
Paula Patton,0.3333333333333333,Acting,Paula Patton,0.6136072523531307
Gemma Chan,0.3333333333333333,Acting,Gemma Chan,0.6135411415679826
Ren Watabe,0.6666666666666666,Acting,Ren Watabe,0.6720822418167244
Christy Imperial,0.3333333333333333,Acting,Christy Imperial,0.7459279888272773
V,0.6666666666666666,Acting,뷔,0.613970861671446
Lynne Thigpen,0.3333333333333333,Acting,Lynne Thigpen,0.463767157814708
Jessy Schram,0.3333333333333333,Acting,Jessy Schram,0.49804559991405606
Naomi Scott,0.3333333333333333,Acting,Naomi Scott,0.5457775867910651
Susan Sarandon,0.3333333333333333,Acting,Susan Sarandon,0.6749250055780976
Eleanor Tomlinson,0.3333333333333333,Acting,Eleanor Tomlinson,0.6589923063573784
Esom,0.3333333333333333,Acting,이솜,0.5882868216413655
Beren Gençalp,0.3333333333333333,Acting,Beren Gençalp,0.5313323802361808
Giovanna Romo,0.3333333333333333,Acting,Giovanna Romo,0.5675941458899751
Robbie Amell,0.6666666666666666,Acting,Robbie Amell,0.5215810394268194
Joy Cooper,0.0,Acting,Joy Cooper,0.1037278218975448
Paul Wesley,0.6666666666666666,Acting,Paul Wesley,0.5984678825541903
Ice Cube,0.6666666666666666,Acting,Ice Cube,0.5356626366633888
